absolute_path	relative_path	repo_name	file_size_bytes	extension	line_count	detected_encoding	filename_signals	guessed_lang	guessed_data_type	include_in_cpt_v1_candidate	reason
/home/zc/wmt26/data/raw/official/WMT22_UnsupVeryLowResMT_Data/train2021.hsb-de.hsb.gz	train2021.hsb-de.hsb.gz	WMT22_UnsupVeryLowResMT_Data	3341528	.hsb.gz	87521	utf-8		hsb	unknown	False	not confidently classifiable for CPT v1
/home/zc/wmt26/data/raw/official/WMT22_UnsupVeryLowResMT_Data/train_dsb_hsb_62564.dsb.gz	train_dsb_hsb_62564.dsb.gz	WMT22_UnsupVeryLowResMT_Data	1780463	.dsb.gz	62565	utf-8	train	dsb	unknown	False	not confidently classifiable for CPT v1
/home/zc/wmt26/data/raw/official/WMT22_UnsupVeryLowResMT_Data/train_dsb_hsb_62564.hsb.gz	train_dsb_hsb_62564.hsb.gz	WMT22_UnsupVeryLowResMT_Data	1769208	.hsb.gz	62565	utf-8	train	hsb	train_parallel	True	explicit train parallel hsb/dsb target side
/home/zc/wmt26/data/raw/official/WMT22_UnsupVeryLowResMT_Data/valid.de.gz	valid.de.gz	WMT22_UnsupVeryLowResMT_Data	23780	.de.gz	1353	utf-8	valid	deu	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/WMT22_UnsupVeryLowResMT_Data/valid.dsb.gz	valid.dsb.gz	WMT22_UnsupVeryLowResMT_Data	23358	.dsb.gz	1353	utf-8	valid	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/WMT22_UnsupVeryLowResMT_Data/web_monolingual.hsb.gz	web_monolingual.hsb.gz	WMT22_UnsupVeryLowResMT_Data	4231600	.hsb.gz	134422	utf-8	monolingual	hsb	train_mono	True	explicit hsb/dsb monolingual train source
/home/zc/wmt26/data/raw/official/WMT22_UnsupVeryLowResMT_Data/witaj_monolingual.hsb.gz	witaj_monolingual.hsb.gz	WMT22_UnsupVeryLowResMT_Data	8470925	.hsb.gz	222027	utf-8	monolingual	hsb	train_mono	True	explicit hsb/dsb monolingual train source
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/README.md	README.md	llms-limited-resources2025	9862	.md	161	utf-8	readme	unknown	metadata	False	readme/license/metadata
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/LICENCE	Sorbian/LICENCE	llms-limited-resources2025	20849		437	utf-8	licence	unknown	metadata	False	readme/license/metadata
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/README.md	Sorbian/README.md	llms-limited-resources2025	3726	.md	48	utf-8	readme	unknown	metadata	False	readme/license/metadata
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/MT/dev.de-dsb.de	Sorbian/dsb/MT/dev.de-dsb.de	llms-limited-resources2025	325218	.de	4000	utf-8	dev,mt	deu	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/MT/dev.de-dsb.dsb	Sorbian/dsb/MT/dev.de-dsb.dsb	llms-limited-resources2025	308109	.dsb	4000	utf-8	dev,mt	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/MT/test.de-dsb.de	Sorbian/dsb/MT/test.de-dsb.de	llms-limited-resources2025	342284	.de	4000	utf-8	mt,test	deu	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/MT/train.de-dsb.de	Sorbian/dsb/MT/train.de-dsb.de	llms-limited-resources2025	15864903	.de	171964	utf-8	mt,train	deu	unknown	False	not confidently classifiable for CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/MT/train.de-dsb.dsb	Sorbian/dsb/MT/train.de-dsb.dsb	llms-limited-resources2025	15283412	.dsb	171964	utf-8-with-replacement	mt,train	dsb	train_parallel	True	explicit train parallel hsb/dsb target side
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/MT/witaj_dsb_monolingual.txt	Sorbian/dsb/MT/witaj_dsb_monolingual.txt	llms-limited-resources2025	10785188	.txt	120501	utf-8	monolingual,mt	dsb	train_mono	True	explicit hsb/dsb monolingual train source
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/DSB_A1.csv	Sorbian/dsb/QA/DSB_A1.csv	llms-limited-resources2025	7944	.csv	141	utf-8	qa	dsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/DSB_A1.json	Sorbian/dsb/QA/DSB_A1.json	llms-limited-resources2025	13764	.json	362	utf-8	qa	dsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/DSB_A2.csv	Sorbian/dsb/QA/DSB_A2.csv	llms-limited-resources2025	16488	.csv	138	utf-8	qa	dsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/DSB_A2.json	Sorbian/dsb/QA/DSB_A2.json	llms-limited-resources2025	22012	.json	350	utf-8	qa	dsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/DSB_B1.csv	Sorbian/dsb/QA/DSB_B1.csv	llms-limited-resources2025	53985	.csv	528	utf-8	qa	dsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/DSB_B1.json	Sorbian/dsb/QA/DSB_B1.json	llms-limited-resources2025	65164	.json	760	utf-8	qa	dsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/DSB_B2.csv	Sorbian/dsb/QA/DSB_B2.csv	llms-limited-resources2025	136221	.csv	717	utf-8	qa	dsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/DSB_B2.json	Sorbian/dsb/QA/DSB_B2.json	llms-limited-resources2025	150985	.json	1012	utf-8-with-replacement	qa	dsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/test/test_DSB_A1.csv	Sorbian/dsb/QA/test/test_DSB_A1.csv	llms-limited-resources2025	8007	.csv	106	utf-8	qa,test	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/test/test_DSB_A1.json	Sorbian/dsb/QA/test/test_DSB_A1.json	llms-limited-resources2025	13874	.json	321	utf-8	qa,test	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/test/test_DSB_A2.csv	Sorbian/dsb/QA/test/test_DSB_A2.csv	llms-limited-resources2025	17956	.csv	179	utf-8	qa,test	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/test/test_DSB_A2.json	Sorbian/dsb/QA/test/test_DSB_A2.json	llms-limited-resources2025	23866	.json	322	utf-8	qa,test	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/test/test_DSB_B1.csv	Sorbian/dsb/QA/test/test_DSB_B1.csv	llms-limited-resources2025	53550	.csv	539	utf-8	qa,test	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/test/test_DSB_B1.json	Sorbian/dsb/QA/test/test_DSB_B1.json	llms-limited-resources2025	66259	.json	716	utf-8	qa,test	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/test/test_DSB_B2.csv	Sorbian/dsb/QA/test/test_DSB_B2.csv	llms-limited-resources2025	141761	.csv	664	utf-8	qa,test	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/test/test_DSB_B2.json	Sorbian/dsb/QA/test/test_DSB_B2.json	llms-limited-resources2025	158704	.json	956	utf-8	qa,test	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/test/test_DSB_C1.csv	Sorbian/dsb/QA/test/test_DSB_C1.csv	llms-limited-resources2025	200509	.csv	590	utf-8	qa,test	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/dsb/QA/test/test_DSB_C1.json	Sorbian/dsb/QA/test/test_DSB_C1.json	llms-limited-resources2025	211565	.json	590	utf-8	qa,test	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/MT/dev.de-hsb.de	Sorbian/hsb/MT/dev.de-hsb.de	llms-limited-resources2025	409924	.de	4000	utf-8	dev,mt	deu	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/MT/dev.de-hsb.hsb	Sorbian/hsb/MT/dev.de-hsb.hsb	llms-limited-resources2025	382258	.hsb	4000	utf-8	dev,mt	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/MT/test.de-hsb.de	Sorbian/hsb/MT/test.de-hsb.de	llms-limited-resources2025	402816	.de	4000	utf-8	mt,test	deu	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/MT/train.de-hsb.de	Sorbian/hsb/MT/train.de-hsb.de	llms-limited-resources2025	21351300	.de	187270	utf-8	mt,train	deu	unknown	False	not confidently classifiable for CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/MT/train.de-hsb.hsb	Sorbian/hsb/MT/train.de-hsb.hsb	llms-limited-resources2025	20052049	.hsb	187270	utf-8	mt,train	hsb	train_parallel	True	explicit train parallel hsb/dsb target side
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/MT/wiki_hsb_monolingual.txt	Sorbian/hsb/MT/wiki_hsb_monolingual.txt	llms-limited-resources2025	4492560	.txt	47758	utf-8	monolingual,mt	hsb	train_mono	True	explicit hsb/dsb monolingual train source
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/MT/witaj_hsb_monolingual.txt	Sorbian/hsb/MT/witaj_hsb_monolingual.txt	llms-limited-resources2025	104268522	.txt	1071723	utf-8	monolingual,mt	hsb	train_mono	True	explicit hsb/dsb monolingual train source
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/HSB_A1.csv	Sorbian/hsb/QA/HSB_A1.csv	llms-limited-resources2025	7816	.csv	138	utf-8	qa	hsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/HSB_A1.json	Sorbian/hsb/QA/HSB_A1.json	llms-limited-resources2025	13629	.json	362	utf-8	qa	hsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/HSB_A2.csv	Sorbian/hsb/QA/HSB_A2.csv	llms-limited-resources2025	16499	.csv	145	utf-8	qa	hsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/HSB_A2.json	Sorbian/hsb/QA/HSB_A2.json	llms-limited-resources2025	22040	.json	350	utf-8	qa	hsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/HSB_B1.csv	Sorbian/hsb/QA/HSB_B1.csv	llms-limited-resources2025	53259	.csv	554	utf-8-with-replacement	qa	hsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/HSB_B1.json	Sorbian/hsb/QA/HSB_B1.json	llms-limited-resources2025	64397	.json	760	utf-8	qa	hsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/HSB_B2.csv	Sorbian/hsb/QA/HSB_B2.csv	llms-limited-resources2025	143149	.csv	651	utf-8	qa	hsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/HSB_B2.json	Sorbian/hsb/QA/HSB_B2.json	llms-limited-resources2025	157867	.json	1012	utf-8	qa	hsb	task_data	False	QA/SC/GC/MR task data excluded from CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/test/test_HSB_A1.csv	Sorbian/hsb/QA/test/test_HSB_A1.csv	llms-limited-resources2025	8001	.csv	112	utf-8	qa,test	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/test/test_HSB_A1.json	Sorbian/hsb/QA/test/test_HSB_A1.json	llms-limited-resources2025	14077	.json	332	utf-8	qa,test	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/test/test_HSB_A2.csv	Sorbian/hsb/QA/test/test_HSB_A2.csv	llms-limited-resources2025	17422	.csv	185	utf-8	qa,test	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/test/test_HSB_A2.json	Sorbian/hsb/QA/test/test_HSB_A2.json	llms-limited-resources2025	23346	.json	322	utf-8	qa,test	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/test/test_HSB_B1.csv	Sorbian/hsb/QA/test/test_HSB_B1.csv	llms-limited-resources2025	52592	.csv	509	utf-8	qa,test	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/test/test_HSB_B1.json	Sorbian/hsb/QA/test/test_HSB_B1.json	llms-limited-resources2025	65280	.json	716	utf-8	qa,test	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/test/test_HSB_B2.csv	Sorbian/hsb/QA/test/test_HSB_B2.csv	llms-limited-resources2025	137227	.csv	690	utf-8	qa,test	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/test/test_HSB_B2.json	Sorbian/hsb/QA/test/test_HSB_B2.json	llms-limited-resources2025	154212	.json	956	utf-8	qa,test	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/test/test_HSB_C1.csv	Sorbian/hsb/QA/test/test_HSB_C1.csv	llms-limited-resources2025	212164	.csv	632	utf-8	qa,test	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Sorbian/hsb/QA/test/test_HSB_C1.json	Sorbian/hsb/QA/test/test_HSB_C1.json	llms-limited-resources2025	224458	.json	658	utf-8	qa,test	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Ukrainian/MT/dev.cs-uk.cs	Ukrainian/MT/dev.cs-uk.cs	llms-limited-resources2025	587234	.cs	6263	utf-8	dev,mt	unknown	task_data	False	Ukrainian data excluded from Sorbian CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Ukrainian/MT/dev.cs-uk.uk	Ukrainian/MT/dev.cs-uk.uk	llms-limited-resources2025	1018871	.uk	6263	utf-8	dev,mt	unknown	task_data	False	Ukrainian data excluded from Sorbian CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Ukrainian/MT/dev.en-uk.en	Ukrainian/MT/dev.en-uk.en	llms-limited-resources2025	588702	.en	5108	utf-8	dev,mt	unknown	task_data	False	Ukrainian data excluded from Sorbian CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Ukrainian/MT/dev.en-uk.uk	Ukrainian/MT/dev.en-uk.uk	llms-limited-resources2025	1092284	.uk	5108	utf-8-with-replacement	dev,mt	unknown	task_data	False	Ukrainian data excluded from Sorbian CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Ukrainian/MT/test.cs_uk.jsonl	Ukrainian/MT/test.cs_uk.jsonl	llms-limited-resources2025	481105	.jsonl	230	utf-8	mt,test	unknown	task_data	False	Ukrainian data excluded from Sorbian CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Ukrainian/MT/test.en_uk.jsonl	Ukrainian/MT/test.en_uk.jsonl	llms-limited-resources2025	298114	.jsonl	87	utf-8	mt,test	unknown	task_data	False	Ukrainian data excluded from Sorbian CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Ukrainian/QA/dev.json	Ukrainian/QA/dev.json	llms-limited-resources2025	1001477	.json	16411	utf-8	dev,qa	unknown	task_data	False	Ukrainian data excluded from Sorbian CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Ukrainian/QA/test.json	Ukrainian/QA/test.json	llms-limited-resources2025	957827	.json	18331	utf-8	qa,test	unknown	task_data	False	Ukrainian data excluded from Sorbian CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Ukrainian/QA/train.json	Ukrainian/QA/train.json	llms-limited-resources2025	4004525	.json	65418	utf-8	qa,train	unknown	task_data	False	Ukrainian data excluded from Sorbian CPT v1
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/Ukrainian/README.md	Ukrainian/README.md	llms-limited-resources2025	1775	.md	51	utf-8	readme	unknown	metadata	False	readme/license/metadata
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/dummy_submission/dsb/de-dsb_preds.jsonl	dummy_submission/dsb/de-dsb_preds.jsonl	llms-limited-resources2025	710358	.jsonl	4000	utf-8	dummy	dsb	metadata	False	baseline or dummy submission output
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/dummy_submission/dsb/dsb_qa_preds.jsonl	dummy_submission/dsb/dsb_qa_preds.jsonl	llms-limited-resources2025	29992	.jsonl	205	utf-8-with-replacement	dummy,qa	dsb	metadata	False	baseline or dummy submission output
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/dummy_submission/hsb/de-hsb_preds.jsonl	dummy_submission/hsb/de-hsb_preds.jsonl	llms-limited-resources2025	770895	.jsonl	4000	utf-8	dummy	hsb	metadata	False	baseline or dummy submission output
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/dummy_submission/hsb/hsb_qa_preds.jsonl	dummy_submission/hsb/hsb_qa_preds.jsonl	llms-limited-resources2025	29411	.jsonl	210	utf-8	dummy,qa	hsb	metadata	False	baseline or dummy submission output
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/dummy_submission/ukr/cs-uk_preds.jsonl	dummy_submission/ukr/cs-uk_preds.jsonl	llms-limited-resources2025	273530	.jsonl	230	utf-8	dummy	unknown	metadata	False	baseline or dummy submission output
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/dummy_submission/ukr/en-uk_preds.jsonl	dummy_submission/ukr/en-uk_preds.jsonl	llms-limited-resources2025	219657	.jsonl	87	utf-8	dummy	unknown	metadata	False	baseline or dummy submission output
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/dummy_submission/ukr/ukrqa-test_preds.jsonl	dummy_submission/ukr/ukrqa-test_preds.jsonl	llms-limited-resources2025	529878	.jsonl	751	utf-8-with-replacement	dummy,test	unknown	metadata	False	baseline or dummy submission output
/home/zc/wmt26/data/raw/official/llms-limited-resources2025/results.md	results.md	llms-limited-resources2025	2533	.md	50	utf-8		unknown	metadata	False	readme/license/metadata
/home/zc/wmt26/data/raw/official/llms-limited-resources2026/README.md	README.md	llms-limited-resources2026	9142	.md	138	utf-8	readme	unknown	metadata	False	readme/license/metadata
/home/zc/wmt26/data/raw/official/llms-limited-resources2026/Sorbian/GC/dsb_gc_dev.jsonl	Sorbian/GC/dsb_gc_dev.jsonl	llms-limited-resources2026	381148	.jsonl	1250	utf-8	dev,gc	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2026/Sorbian/GC/hsb_gc_dev.jsonl	Sorbian/GC/hsb_gc_dev.jsonl	llms-limited-resources2026	681992	.jsonl	2000	utf-8	dev,gc	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2026/Sorbian/MR/dsb_mr_dev.jsonl	Sorbian/MR/dsb_mr_dev.jsonl	llms-limited-resources2026	7946	.jsonl	24	utf-8	dev,mr	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2026/Sorbian/MR/hsb_mr_dev.jsonl	Sorbian/MR/hsb_mr_dev.jsonl	llms-limited-resources2026	7865	.jsonl	24	utf-8	dev,mr	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2026/Sorbian/MT/de-dsb_mt_dev.jsonl	Sorbian/MT/de-dsb_mt_dev.jsonl	llms-limited-resources2026	968866	.jsonl	4000	utf-8	dev,mt	dsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2026/Sorbian/MT/de-hsb_mt_dev.jsonl	Sorbian/MT/de-hsb_mt_dev.jsonl	llms-limited-resources2026	1126786	.jsonl	4000	utf-8	dev,mt	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2026/Sorbian/MT/dsb_monolingual_2026.csv	Sorbian/MT/dsb_monolingual_2026.csv	llms-limited-resources2026	4029705	.csv	38029	utf-8	monolingual,mt	dsb	train_mono	True	explicit hsb/dsb monolingual train source
/home/zc/wmt26/data/raw/official/llms-limited-resources2026/Sorbian/MT/hsb-dsb_mt_dev.jsonl	Sorbian/MT/hsb-dsb_mt_dev.jsonl	llms-limited-resources2026	1254016	.jsonl	4000	utf-8	dev,mt	hsb	heldout	False	path/name contains heldout signal
/home/zc/wmt26/data/raw/official/llms-limited-resources2026/Sorbian/MT/hsb_monolingual_2026.csv	Sorbian/MT/hsb_monolingual_2026.csv	llms-limited-resources2026	56116335	.csv	512672	utf-8	monolingual,mt	hsb	train_mono	True	explicit hsb/dsb monolingual train source
/home/zc/wmt26/data/raw/official/llms-limited-resources2026/Sorbian/MT/train_de-dsb_2026.csv	Sorbian/MT/train_de-dsb_2026.csv	llms-limited-resources2026	3594775	.csv	30561	utf-8	mt,train	dsb	train_parallel	True	explicit train parallel table with hsb/dsb target column
